id,name,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact
55,b'gAAAAABl4lkMuuHXC9Qr_JJ5QYonC-Px6jHKBSkwOnOgE0cZ6eRY0Naa3UmVouwbnDX8mAFtSSdMV1QUg6Vsg161mrzSudFwetxIAQ-lvseVk7akqcFt7DM=',2015-01-14,shot,knife,b'gAAAAABl4lkMd2D2qwH_IqcI_egzRtzv2MvAUyCeBUDTBwDyZNhxz4scElfZUpJMw6HTnzt2hFcVvjyQhssdCux9EZLZHCk4gQ==',M,W,Draper,UT,False,attack,Not fleeing,True,b'gAAAAABl4lkMWZWKuZU5KMXyXci8Bm1kuhxrzuQHK9BPZtlM65NCqNorT5Bq3JCz87wkORiTDhQkJ0veXOzJZS3YKOvuFhzBJA==',b'gAAAAABl4lkNrrJAVF4g_6lwsSLxoiboIgA62s7AVlkb0Fqy_w2D8yCjIWCHWPwdnxlgt7e7qiYPEqqOUKOAA8BDQSyQojFSCw==',True
56,b'gAAAAABl4lkMM_lK7YSTtIMV1G4fsKhuOwvHitB3c4MT5vJD_hfjG48CXs0gwclWIjpnJ33OMKQGQOy0ZEveU_9ZlJjOyYW4jA==',2015-01-15,shot,gun,b'gAAAAABl4lkMOE2vxbkRnSEQQpv9lWAXM7T3Z_jmr8BEPZ6bzMONlisXwbRy48RfnmNnLaa4pI5fJkj7JYQuUp7lHt5H6bVOuw==',M,B,Indianapolis,IN,False,attack,Foot,False,b'gAAAAABl4lkMe0m13QWpZbMMQSC4YmYwXjVPBHXj63hUbbkJ-PO_T57bsPz_Rl0ekl4bP4IWDynlq9OB8LbfNsZLzxk2gexYwQ==',b'gAAAAABl4lkNo4U2033V3PFSnnDib9-bXvLaBkDGtMg7SC-Q1vpK9j1uyuFeBe-2Fa9gpnP3O01kYtzqb33F_rkBWK-JKZfGKg==',True
57,b'gAAAAABl4lkMknxLX82YDvGLDhmINqniMcw7O-TfrdEHQRRSOiCaGvrn7sPT7Jce7SofRocqUfMpmhBjtH9AQTQPfqxPacBU6lTRKtBe5y_A_DTVSccEa60=',2015-01-15,shot,gun,b'gAAAAABl4lkM9n5xW8UaXf1ZUEDvfGdCqFs-cWX7F4cmd7NGDgQgtuSBQrrkQIUkM3f9Lflm3S8OckDecOzPuymoiz7MFHSnVg==',M,B,Aurora,CO,False,attack,Not fleeing,False,b'gAAAAABl4lkMoUY4YDsPRJ72pDWuczI7g0i66eEJMEJoRBaMei7lnQ0YTGhrTni2j0KxhHsX29ChWkH1n2NmmUOrJnr5jgTILg==',b'gAAAAABl4lkNPi0fNOdlu-hEjUJzde1jtAybYg9scA9sN3Ey4ZsxtHXX7_mIIKaklWNZAQ5asI73_ECGSygC3qw3R9_frk755g==',True
60,b'gAAAAABl4lkMmQ9QKZhdvPdb23cE-C1VMMljdwic6XYelrEqXzJEcL3qkbnwmdSJSoI1ehm-pUNN8TTRKV4vVtaKtemGBVhyUmI5-WcBzWWhlFGhf2pXoGU=',2015-01-15,shot,gun,b'gAAAAABl4lkM-0AOvpq0cJRWcAgxFxLgXeoE-MyrIsWiKgSf0O5rg2g1kAK-6axH-Uj5hiUH08J9jmt4AKvX4VzHD2p_oSLoGA==',M,W,Bloomington,MN,True,attack,Not fleeing,False,b'gAAAAABl4lkM10KMngo_Xn4tsO3pus0t4sJ-Yl4VNN75KsBixbp8Q6M5TFTi6UhQPLBGzKLliyoIqse3ZmyoQ1pX4LKn1bfe8A==',b'gAAAAABl4lkNAaLv1-nyW27lATKkVk-EN6vq4OE2tVvc6WiExQRtwpkAPilwFKLT0MD_Pfmuy6EH10o1Uy0r5NgA-DZHQiqP2Q==',True
63,b'gAAAAABl4lkMnw1SC86Dxpr2hC8incBZo_lLJghnz1t8lMooKqj2dUELwTicxfLQrERO5uKAwu50tXxd67lIh4cfpd4038C1nQ==',2015-01-15,shot,knife,b'gAAAAABl4lkM1hJ5FPoSukw6PqK73JVguV6rZDbqXOjxBOca2kq7586SHnn4HhBMDLw7EoPPjPhWceLaob7XUqMvg-kbI6KQXQ==',M,H,Fairfield,CA,True,other,Not fleeing,False,b'gAAAAABl4lkM1rJTCZwbD5j0gT5CHK35piJzdG2VwyoCWezJKEJV0BNIiKbbZhDpUOGkv81rgBdYHmw0ruCMddEAVryVXTwJKA==',b'gAAAAABl4lkNSRAxDIbwYGnkBo7KPHgSKu6-SkpUCRQLRagJtu8ZDdfCj6gdMR4aS70KxYeaO7Z8CKw7nbEI53l7HH4n1lNPzA==',True
64,b'gAAAAABl4lkMbyjVUHyePq-O6QSKpnCRzUAgpFLsAS9DQenwi7vXXcKxkTDe81JyQzqqTT3Md7pnMmXyr2Ugh4dUWVG_lgWLGQ==',2015-01-15,shot,gun,b'gAAAAABl4lkMLhQi57LvV4zJDWIGP6ZOo_bR16byPQbmMTy9nnkHC6GUEIXqlEqaXsfeC-wcCmCHLfgMdX02h2fqMg8uD05KCg==',M,W,Evangeline Parish,LA,False,attack,Not fleeing,False,b'gAAAAABl4lkMAoiPkQ6p3JqhfQKCvgU4iK-_Dpq7gb-7aihx_ZnATztOq7K42DQl7ntxjjb7OxyIGIR9w3h5nXyDhfDpehiZmw==',b'gAAAAABl4lkNQNogiGO3paWK7gc3tdIJu0B2RKCYEgkNDpDjs-QBH8bKOAZuX3RQSYuT3iRiJl3QiByEmbalB3jtYOg_4j_-yg==',True
67,b'gAAAAABl4lkMVaDBy7YK5B6RcfuhkcrrrZGYoES6VQcc36KRtPAJLVVcmCe9QkvrKMxsjpFIvdzGM60eSLWqLC6kQId-Z6E-aw==',2015-01-16,shot,gun,b'gAAAAABl4lkMTDWVEIa037iizagszNPJtGj0P2sS80OOGjXwvlYGx-nlzkVYjhzT3VirlOp0eYxezW2eXLm_xfspwHNwrEKG4g==',M,W,Mabank,TX,False,attack,Car,False,b'gAAAAABl4lkMlqqv3J99lg_NJCXGyok5ZgM2HbRESRDx41mRYAvlkNhG4CT_vj_J5b-_RGJQZlSQH_NYMttp-YeCnI_BAhOERg==',b'gAAAAABl4lkNtyAOnl4QNrQNIeauRzSg3uIVm2pRtesOXBIfpftX7uruvuuRSk_Lgu9fUVGhBbHa1Rdo9qAFG-ZYt-hSfpfbfw==',True
68,b'gAAAAABl4lkMgu0jUIFoVW-xJ1rCPu1dIoZMIHxRC0oE08T6tO8O1N3tfV1ynGEqJtN_iyurhMSfXUZ_5icMr2o7z_DdjyU_Sg==',2015-01-16,shot and Tasered,knife,b'gAAAAABl4lkM-f-vPFsp4iM0VXjUNtZtOxuYvahaBZ05Job8nKAaAgG8Fce62Ww-xEvL6Gas_QCF2bq8DXg987aUM-XnMCr5KQ==',M,O,Fremont,CA,False,other,Not fleeing,False,b'gAAAAABl4lkMncQ9p-lFHBzJXJP8DrIAfts2YkjzAwOGVaqXRrYJxekWqCz8zJ88EaNRQ8d1Dz9nrH1CmasgWyV1CPM7MRdy6A==',b'gAAAAABl4lkNgsT_vZjHTq-cJO4i3JhZnqD8RpXaTTeJc5_iUD_CYgF65aarke9Ksk1Oo4yqpguT5p8KiHZxAarNNc9aUvbSfw==',True
74,b'gAAAAABl4lkMrm6YahDiNBkZpcPsw_BDIYwhtqOi1smS0Cqo7ogyYOMhL1IAQ_yJDCKu1oF8QJ_ABVW9TzxgudLfzx5No1jn9A==',2015-01-17,shot,gun,b'gAAAAABl4lkM1m8coIR47hYeBwqcxshd2UnW55E-DMWZbrXNfapGrKSrWmVXkYISojn8FcaKiYa_BeLI3r5EXGXB8upv_wB88g==',M,B,Muskogee,OK,False,attack,Foot,True,b'gAAAAABl4lkMzZz3ZnDjT_sDjbHiVlPEQR0JBT9WBZth1AlkdchNSuAwM0zwb61x9ijwWYWwkj0PysV9494IHihHMEzSefJL2w==',b'gAAAAABl4lkNPGOqAjDnvpG5jSGoHHKhWdartA4LWxijl6_ExHB4qu0TUhDU5CTKapFdd2ZQ24UXf3-nsDeyGGRlinRw9mNNBA==',True
75,b'gAAAAABl4lkMN6DFCRMTrhsC85JN8ckaQZQjEaMtw3rkZK0-NqHIKJi_iaLPEbJ6fxnNA0Jt2alGnI0UEZ_nMrunkhb8g92ayw==',2015-01-17,shot,gun,b'gAAAAABl4lkMfNttS-VERcTjVixge8eUmh1W0MIESQ_leDAQB4_AU02RjwDpMYwDhKbOOuMFKS4Dw9YWSlfLPdc4temjlnvnyA==',M,H,Los Angeles,CA,False,attack,Not fleeing,False,b'gAAAAABl4lkMBeuVBv7wAUPKwgePQuCrg43vM-9VN2wu7DnY5-2pVWe_T56GNd85GL1XzqQv9hVAdaRqeKnudWJI8NQFffpZ4w==',b'gAAAAABl4lkNeHjdrFZE_fx922wjOsGYP39LXDvL3Ac0VsJbjrtJ5ZHMIKdMeR4j-h5kdMPG5-wURCBa9DukyKVmV3oZX2YraQ==',True
78,b'gAAAAABl4lkMmX3YoRv3bWu363XQd-SVXsCELXS8z9FKeVIDKlU6Mc_ZmCg_QiksGZ4qpssvjF7FUHZ5RgxKgSOEuCJ-cNeCzw==',2015-01-17,shot,knife,b'gAAAAABl4lkMwZddHzS9o2XzUXci7iuPW-Ka3QsQmUoFCQtBtHVt1imYQ7FlMmtGYcfYTb7ff882_FqMeZdx4k7UNME2pu6oIg==',M,H,Fort Worth,TX,False,attack,Not fleeing,False,b'gAAAAABl4lkMTHFDhlwi0Esl919s70yKQFqCVslXtr01XNr4RjitqV2tEgabEzysOJ1lCusaf6frvwAvivy-pmfV2IsRUJhhaA==',b'gAAAAABl4lkN3kjzCYcAfs_LTpXobkeiWp-EErH6l0riW0DCW3dz89W_bSm9AixMD-ZBb5vR21uACxY7iV7FqX0R2xfi8q7vjQ==',True
80,b'gAAAAABl4lkMDXgWzwCKArGcPFJCjOIJAEfQxBX14Cbsy1Z5cUAzaa2ExFkcsCyEhfNJTXuk_HVFWDM8qiGv9GT74V9p9ldZClexM9bIyyFWNbKQjqo3LXI=',2015-01-18,shot,gun,b'gAAAAABl4lkMe2y4iIM7KO2JjpAa6BBaibE38ZJUqOcy8M9WiR34AWy0NZTqsztDIdYLnTkSgB9KV5WyOyIqQiIrq7XKrWkzGA==',M,W,Maricopa,AZ,True,attack,Not fleeing,False,b'gAAAAABl4lkMj0vxp3BwjXQUtdB9JkSkGsOqzKHqPuu7SuUxrDr82mN3V4EOTRaNCDr6NdHAgPQ91bP0R-5T0edx92DcH1L_pg==',b'gAAAAABl4lkNFW5uMx5m_AoMM8N1Hj7RMQ2qNbqvvKGMXuZHiWqWD0OlnPGdoPUR5eNiTpnOBFGbhXtKfIvMNXjVoF2iOMUylw==',True
83,b'gAAAAABl4lkMzOuIB9Hg5cPLt9ZZ09h-qilVj1REPxh5Xw9fIUzwJKHgaOXUHqT0rYCFmLAd3YWXXNkMO78wAC9DRf-3jNCZRw==',2015-01-18,shot and Tasered,gun,b'gAAAAABl4lkMFS6zcBAdnj9axrk6m7YaA8TuYnEZCAZBrVsw5j5f5lx614oCra9OSq6sVHNJiZjqiN38YEriyPOcQB_ekmKekA==',M,W,Gunlock,KY,True,attack,Not fleeing,False,b'gAAAAABl4lkMowZJwoCVJcBQgDy7sp4-Xuq7n4hwx75_zoRhUxcx8vNsLNuYacC2zi5dxx-0Wd1J_YprD4WZVgztzb7-IqhMsg==',b'gAAAAABl4lkN4xNwTONtYCrUg_MhQYkwOwgO20f8KdWSSQ3w22zO9Jbdn2ZxaE74PTIvXFi2Qies7gUDYefwqxVmaoSM1Accsg==',True
84,b'gAAAAABl4lkMamE5cv5B7P8pbblsTInXM_xueazGMq-37Ax0FcA0ouNIU7bLmBZdKtnV0TlkW8mRLVrRFVqBx9R_GXGt7kr6_A==',2015-01-19,shot,knife,b'gAAAAABl4lkMdZ-zwqN1zd5-ZYh_wFhwcZhJqSjkdyV69gW1q9V34ULH_5Da_0rjM5-h26h0bKpEsHRmNHUaD-W8ql-usDTTnQ==',M,W,Weymouth,MA,False,attack,Not fleeing,False,b'gAAAAABl4lkMB4LaycJtV7VjeZsai21_CoqTUGA6_NZX7-AAEZ_u6kRU-jn5qh-api2rfFKojqr6YpYr_7NPbIK_6lqGh-Vh3Q==',b'gAAAAABl4lkNnDbiQPUAZtx0NA-z0lR4xKPXCP1OEvJu-Jt-vT_c_AHUe1pBZ_gYwwn5hLrSohQDKb3bCfVZNJNMLPmDm0UNyw==',True
85,b'gAAAAABl4lkMVHMRSgzFqbd2FO6DLCmlX5Jo3fkrSLMLxOLz_8dhpXgwdaeC9BmWJp3qoIYP60wl2bO1jOegRd4PKOJjDxVvWg==',2015-01-20,shot,,b'gAAAAABl4lkMUD_wGHUznIYJZDa6Dr_xCDEo3_ZFlcbLOvma1beBfYIfMAis-NLieKL0oWyhk5OaLDlctAZDLDtrBRxIiWGhgw==',M,B,Scottsdale,AZ,False,other,Car,False,b'gAAAAABl4lkMtKvYvasiAvyo9aYd_iliFoGwRmpgPEBgx0AOjdhctXneEMgVJIgptjmyg5zoRbSQ4M17XNgr6b0w11Aoj-uiZw==',b'gAAAAABl4lkNeMIBWcfDwuK9mPm359WhWH_py3NhtAghEQt6_v1GOwinPGmCpYyrkiC25UO8bgCg-dsRzl--KEWL4brzDxzuhw==',True
86,b'gAAAAABl4lkMoxF8dQ8XaQA9k5Ey0JAYaOI2qoc1IrDgt3mNflBxvvxNowuN8eA8rEnZIJzyV2tda-V5L9O4Iyh64MKL4u9IcZArZyu3YHEXxU9koXarZBo=',2015-01-21,shot,gun,b'gAAAAABl4lkM4n7YO2OlL7oI7T6UHMQH5xjwX8FdB6p-ujMUxJ12IfBZukdzBiKa6zHBVshmPT5HLMAsvDuZm9micuEcOK8n1w==',M,W,Hemet,CA,False,attack,Not fleeing,False,b'gAAAAABl4lkMxvMnzFMioPoWTn-_MkoAXvrTVxMEpRdsmYSZSS8GDJNfJpKpeHX01mrcYeH5yMJbebgZJMpIQgzk2lBx-UKJJg==',b'gAAAAABl4lkNoEIstbZqdpUrHj05pLynT5Xs3FU7uriW24CdH7bL6KSs0N80U2wJuArh7sfdATGsWMJ46m0nhqnZc8D6YQ5wOA==',True
88,b'gAAAAABl4lkMBUbbjcgidFPQVtKe94hl5xtcYUa9fgKyk1zMqTkrRTFSfF9vTC-HR-q_FH3u1jKeJFovoCsaT2GUUyE2nuSQXkgCOZUENSn2L3iS3fqXxpRBT7sTEcOss28DD5qVw73V',2015-01-21,shot,gun,b'gAAAAABl4lkMOL6iV_itf6VFoLnTWbtHhR5_IU3GM17dvYNeNOGOa3LPqxQxUwszypmdQAzAdhjqyDDqnKa-1qCICkQiuJ88JQ==',M,H,Chapeno,TX,False,attack,Foot,False,b'gAAAAABl4lkMdb_5_NrYl-o_UD2s3Ika9JxFjGlT7aB8qTnbNsjK2GUiWXpBFx30ggSmRaFyOwWmb87NowyDqHRw0MOOnSfUQw==',b'gAAAAABl4lkNioQZUAO2cfGrEzoeLfnIX4xLAIyf3KF60axl3R10uxLqZ0L7TLd2zPRqyyx-1d1Ioo6NAOASxOEhVeWmzCiBZQ==',True
90,b'gAAAAABl4lkM3BVnrRAqewkpArZGKV6sZ3HyrN4KOhMRm888Lfs0JWVSn4S1PW2Drhrn_iCB7IYQgtbXH0V-uqZntERBgIfPIA==',2015-01-21,shot,gun,b'gAAAAABl4lkMHZaKiFN5WRS-63_zmSXy85bJ__54oZ5fPiyV5TckYKM_q7-e_xOy-xw2no7xUPTIWaFfGAdedcIJtgNbxT3-tQ==',M,B,St. Louis,MO,False,attack,Not fleeing,False,b'gAAAAABl4lkMH1_lfc_H5qkhF6G74OdUynwRHB28P8UKNlK_q9HZ2NO7f1uuTo76hFZydz2x4irDbVtuRRC5Ton58wfYxSwVcQ==',b'gAAAAABl4lkNTrdW8UNVZaOVBAqJghnQ8fFVplWTSZs6N8rcFoE-4hHOWpnHTcRLjZP_EqPIDJZegRhwngBkGOCEXaniAobgag==',True
98,b'gAAAAABl4lkMbANAtMiKp0b4zMr5-Ve7Yl5Tna21rqq41jJjQNZyBL_NGqvrNeQdiLG-s7_9X0O1XFoRTPBv1e56kaYKpqxMIA==',2015-01-21,shot,gun,b'gAAAAABl4lkM4wtCbQdU0xBfYkzxzGZNphpyyTYdHe8MynAB1QvLxwfN3q2DbMYerPRRiMdbTIpVDKQN57gewVbM78fbz5kjBg==',M,W,Derry,NH,True,attack,Not fleeing,False,b'gAAAAABl4lkM5xXGBNSSH_SUu8T_wZl5qMfVzAmTmfGXCqGc7UBZc-QCdBDtt_Q1yCbxljY0nSyA6d3hE7zOs6xTFfeKnPewew==',b'gAAAAABl4lkNKTq_rSmnz2-8QakDHteX_gmynNi5GAFZ8a6OXNRfTdLzBFC1vaEvRNLkxh64z0eVe9xZO1sxtaeFU62rwuZAYw==',True
99,b'gAAAAABl4lkMWA-nBClRgewIZ--XUxVKedwAwkWp7ofmUu8BDBHVMNKrBLugYuM-k8ME_vn0gtKVjNCok6wj1rTmQXu92GrtsA==',2015-01-22,shot,toy weapon,b'gAAAAABl4lkMMvTczhbr-sGZNVm55STIKr0gCHpxgo5s0lAcRZ1T-0B0LeV9SPsVSn6IcOqRvWTK0fChP-b1R85hJ1MGJ1RzsQ==',M,B,Sierra Blanca,TX,False,attack,Car,False,b'gAAAAABl4lkM0AqXKhBDh7iy-GtLVKR8jMnt93Tn073IIFtkxvukArcA7y9pdFg9lII1lXFJMj6OilXiqrZwfleLkTnq0uluqw==',b'gAAAAABl4lkNki_L6d9okzfMt1m3DqIvqCm7jzkRIjsj0EShwd5qFlg3jS4Zq7dBJVPbxcEkTCVSuooFyqmDvhW3tSGCfWWwiQ==',True
100,b'gAAAAABl4lkMhjntGwQcdQQNa6aOu2ieqNe37a9MMFb8nVBeMt47cnq04f7NyJhNRvkvqSmZe0xzFaxakBkzW0hDOiwbLzOC3G3R8VrfCWT2bu4UOdPGrZQ=',2015-01-22,shot and Tasered,knife,b'gAAAAABl4lkM_R8AFovMbBd3JUR9-TxapJbdeeS3UTC8WTwcssp7J1VfbsDnAh8gjVJLl8Wwh4R3lenXEAv4ph2Y0ApUNfFV0w==',F,W,Longview,TX,True,other,Not fleeing,False,b'gAAAAABl4lkM-7kA7HLlypRUp3BIP_1D3JGZmQG7iMdD0yx26agnxlGA0CXtsPJj0eOnBkHL113qBOVtxOc4sNB4uyote8hvxw==',b'gAAAAABl4lkN8AxVfyI_FfSdRsY_294zmxgIFaEhbZsdYra0E4_hVFcIYgY-MdI0l8QN5wToWg8Em3I1kTtQYsUrrSQW2aX8eQ==',True
101,b'gAAAAABl4lkMVTHIkInHIQjJDpGynX2tyd4Lk16MKsqM4cQnpr_pvoX-KfQLmagyHCpbM_PaaDH86hQlzSmdeyYm3fL6gSI_JQ==',2015-01-23,shot,,b'gAAAAABl4lkMi6FziSvrbDC0Y3xqIDbnV_62qDPnvZkg3v1iog5Iq746lI-NSIG8OJxAe8idIFdMNKSwAD1abri-80CpXvEhGA==',M,B,Fort Lauderdale,FL,False,other,Not fleeing,False,b'gAAAAABl4lkMlqYlQ5IeYpcbF5KhVxMAQnOMG6b_3prVIy_4QRoj_d2aon7KMdEO8NjcF_Jjn-6sx0hJovLKuDEctClBoJ-WsA==',b'gAAAAABl4lkN504vJ5PR81Y-xL7Qdv2OPQQwxNEjEVkkNEQzWRFoOmOjuXfSfOPN0w3BHnVXM3aYH3KP6QoJN2BeJcT9LB36Yg==',True
102,b'gAAAAABl4lkMJnzTmT-DdbonvzYXpXUlROt1jiMfE5PZK9h_qY7UApqkOhSpVqR_NiWbwqIh-CjldZefOZD8BL-ckPhpSS35IFF-71muu8szz6FS0J17vDE=',2015-01-23,shot,knife,b'gAAAAABl4lkMbqHoMiVloB6763n8lW8vapexd6clSbvODB6YcHXoeiEetoT8M0vUMnB2v1wFNmXBgu0McX1mYHAtS3qxFxfohA==',M,H,Levelland,TX,False,other,Not fleeing,False,b'gAAAAABl4lkMOJhMoFz0EAcFQMIYQUzKwyk8m-S3WH0j3YPw0fMNmI_57OSqqXqWLRr1FJti8rZifPhOv90yYxd92eZVgbNd6w==',b'gAAAAABl4lkN_zTgS1tSeJanX-ESEQ1NlZB_yKBj-ewDXEgJUel7P2K4s8C6WYTjBC-yXv9QVmk_B6WqAfcl7J_R-hvTvcpZoA==',True
336,b'gAAAAABl4lkMOm71_BoGqqIGKqDq4vEUCb0_Q5Z00B2hJEWUSk5MZn-KpKgixge_MTUcZlFabpwteAq5s3IcsBADXfRJbOxDHlDBoPkYV2M99rWdhvbs8jk=',2015-01-23,shot,gun,b'gAAAAABl4lkMPpxEJuwywXkfzO04LLP8HlGfjiT0qElC5xNIVhnJP9hSn9MwDAGM1Iqo07qp5bKeBMD-rvZONAqNX81UDk9FHQ==',M,W,Austin,TX,True,attack,Not fleeing,False,b'gAAAAABl4lkMUWsnLFlHZt56t6N7KRLATp-up3DO6dqlNHcoHS8ab_Bi1PcFw28hCG43tulI7sbfI09FqytqFSxZ9thc0OQlkg==',b'gAAAAABl4lkNmZQJcvIrdxG1PtHSfm0_Aa5Dwa1gWWU4N6LwMZEWw9iy5bVhjsVuTIU_Z6ffm_gNMCjK138-Y5nYBfIjwc_wDA==',True
105,b'gAAAAABl4lkM1mfqcPXxxgzrkzP-OeggIQKVeTz-GbSIdNdave2U-37tTqTxzh2OwBtJ0m9MzRdZMqBoriuLZkOqD7p-BTiIlQ==',2015-01-24,shot,gun,b'gAAAAABl4lkMWlbQx66MF0-9Jl0LaT7r1gKxI0owCirEIkTq_0bKOQmtZvlscqC6vmherG7RUqMsuFwTaDBA9v6EYlJJd-EAoQ==',M,W,Rexburg,ID,False,attack,Not fleeing,False,b'gAAAAABl4lkMoFJ459cEaOL1uYKHdiBkvnMnhaar_a8mZ53jj_kE_RrGYg9ZbXlTWGUFzR3f3bFObQ0250vWwAZdxhRuP3j_hg==',b'gAAAAABl4lkNkooQYCPgaFaF7KWKwzPUmxHpEOHRZFb7m-0HLj-6Tp2AFqzHfacr9tPxvJAj3FizzNl2ceakppWjsoKSgxUfUQ==',True
107,b'gAAAAABl4lkMnSP_t8lkQSAQl932OoFUF3h9l17utFrovEaFxZdKNgwgEXwFzF4r07Khof-y20bBcj9y0ZUDVyobM-k44lzKoA==',2015-01-24,shot,knife,b'gAAAAABl4lkMu3LJ-6fYD1cvePl7mFUlwjUrfAj10ZT_Dixwwz_ncaqrLKf3cYXdmz3qBnRyj_BnmoaUiea0pJHXXSZUZFzesA==',M,B,Baltimore,MD,True,other,Not fleeing,False,b'gAAAAABl4lkMgeAJti_3seGIdvAa0yQQO_wgzG_6va4dbioedBeCHRedFKZcR5DdrVR8wBIH7QSRNY5ZlH88Uz9y9FZZKqrHeg==',b'gAAAAABl4lkN6a1n1VK8ODBW3S1EucgtWLcwHt8YdHx5LKn4FUw70PkUz9c9VhSfj38XJBmcM5iHcX90bq0kNCIV2Y-mkNQ-Ow==',True
341,b'gAAAAABl4lkMdeSW5Dtt5WVvFOZ8elELZhEgCj8jMBzfvII2HOTF8GHL1-RMdmUlIvKJAOSPJDV8N16QcdsZv6P-BgsY5nkRxQ==',2015-01-24,shot,gun,b'gAAAAABl4lkMGXEohoIc0QrRKc5vKhTrPPYiqI9mIZTB3kNG2hECzP9TS6Bh7HIWLET4CJ0vRC8xFpHwyYeVozjE-RjqUIIbzw==',M,W,Fort Worth,TX,False,attack,Not fleeing,False,b'gAAAAABl4lkM9grX7KwqsKuP-xteE_MuRiHqALCMUMZCGvA0N8o00xc-UyB7-REd7XN3bLrJ-MwDtW165_wp5vfoJOfPFFE_Bw==',b'gAAAAABl4lkNYkZS17YE59pPzJlFMYMfoTPYqSf6BCkKJ71nznypQkJiyuLhKRy-ZLkVAH49LJJ0ZAQMwdsTqo8Sup0uCvOm0w==',True
108,b'gAAAAABl4lkMBE9LVorMiuX6KLRlDo-8GW-Yg7Oo7s1AMsR_fetBZj7h3JBaBgNEPY2c777bAWgUffNsuw7aCiWy3IMf2luBqYmyBiVQsVpUK-9QVix1HjA=',2015-01-25,shot,gun,b'gAAAAABl4lkMfWNsOr7LMmk9V7X76-GkRnDfZ5svWxtdkLhERORRUDFSszI3QGUpc98iYFxSx0SDkXKkfst13piEquaU2qK0HA==',M,H,Pueblo,CO,False,attack,Car,False,b'gAAAAABl4lkMUEoV45Czo6miDQXLsqrMYy4kwQDlduYniZzLkzN4GuB5fOjgQGK8bg5jJbwBPFP_HvXepVzmYl_uVMqfUPfMHQ==',b'gAAAAABl4lkNYS1x05e9EKbK21jimUA0PzoZxDCLm0cJ9JwWJ7Em_voYkJa33Vn8ghcMAQUESHpvb1FaFMrHMAF239lGEeRCKw==',True
110,b'gAAAAABl4lkMnBygRe1ANV0NoybeQItFUeKeJEJ01iQBG5ZBlC-n84SmAuVPTbSz2gIpkHSVmyOcg5FA98Vi1S8EJH28PGKo0UDkm1sjTAzCnSeGkqjMrHk=',2015-01-25,shot,gun,b'gAAAAABl4lkMbPK4cHyn8N4SgmBiVsxZOQmAo3kE5N_c7wNjrRhEv0R_pTnvU8WB-lWaiDJikM4azJWUwSqn_0tLKxpcAC3sFg==',M,,Winslow,NJ,False,attack,Not fleeing,False,b'gAAAAABl4lkMCU7STj8GFsuSWEa8O8UXdplG1ZQ6Rx-ctdqR95nxuZm8qxLiGL7nXxdj_KWWh_BSeGAWueUV8KEx2z0qEvkC3A==',b'gAAAAABl4lkNIG-al94rq0gKyx1acswpqYcxU8SijoRnEYVehlilyDmfUouYZYS_A9rhh3d_isJmEEvDobQI_m7pB3-i18xLzA==',True
20,b'gAAAAABl4lkMDpNkJXun9e6oo-gw6IL7X3Y87acgfSviJbvb5TTxaWR8Abqqber4t-9bAIMxFt-MLbOjRtEtbf8Oty0TgjyazuTTA-h5ercBRg5_ZjV9rF8=',2015-01-26,shot,vehicle,b'gAAAAABl4lkMTKsiqj0HEgjH3CHZKoDh5MPogIQZ5wPNsWNJllatfJ3UGLNSHvI2kgGNSQPQO-OV5jg2JQBxsXIe47-2MrUDBw==',F,H,Denver,CO,False,other,Not fleeing,False,b'gAAAAABl4lkMNs7ZaN19uRrNPAi3XcDeiNPvpwQX8Vzct64jZDtXJ9Jlnetw0NDsfCHSZJbnAPYZUrj6tzcXRmMzbl0FV95tMA==',b'gAAAAABl4lkNx2FColFSa0zZ-_BQHog8Z1De_tKoUVB2CJDn8QA_uVl4HcnklDlvYk3f0vPjnXWZozMZ_kNx2486WLYLGCX4dw==',True
324,b'gAAAAABl4lkMj932cDeDajzasL8Z2otYtC8PqJTj2k8kO5_lIRqX0VxnDngJE4adY9WEQrtqCLHNIsuwxyl3qbqcu2ZpF1qbVQ==',2015-01-26,shot,gun,b'gAAAAABl4lkMIfe5sGu-YlOewz3N9U5BKulKF6kvxxkhpl_k9Qeit1ZhEmAoN0t3ZlF5SBUe0COo5cqWMogxK9agLTdAyCmSAw==',M,W,New Hope,MN,True,attack,Not fleeing,False,b'gAAAAABl4lkMsGm73MuO1XxO_s9DIVgyPoh0p7u9iJLHi1fgXWZ-H3ICKra3ZxdiouFp6b8ciLtaLECNT4LqYVb2W2f22L-Msw==',b'gAAAAABl4lkNwtcuVu6rXYiX9HtmSry3Lujv-bqQ4FNHvB_ZyUvTfGLZ2DqAbdx0GRNLqsK_xd6vX4WIfB_xzCBl1E93WJnQcg==',True
